code,date,text,value
AAPL,20130603,in e book trial u s say apple conspired with publisher,0
AAPL,20130603,update in e book trial u say apple conspired with publisher,0
AAPL,20130603,fidelity contrafund cut apple stake by percent in april,0
AAPL,20130603,in e book trial u s say apple conspired with publisher,0
AAPL,20130603,apple sign deal with warner for streaming music report,0
AAPL,20130603,refile apple sign deal with warner for streaming music report,0
AAPL,20130603,puma ups price in japan a weak yen hit profit,0
AAPL,20130603,new apps give user a world of language in their pocket,0
AAPL,20130603,samsung unveils first android tablet using intel chip,0
AAPL,20130602,u s take apple to trial over e book price fixing,1
AAPL,20130531,trade panel delay decision in apple samsung fight,1
AAPL,20130531,apple join other foreign brand in raising price in japan,0
AAPL,20130531,update apple join other foreign brand in raising price in japan,0
AAPL,20130531,ireland reject u s senator claim a tax spat rumble on,0
AAPL,20130531,update ireland reject u s senator claim a tax spat rumble on,0
AAPL,20130529,avago forecast strong third quarter revenue on smartphone demand,1
AAPL,20130529,panel to review split ruling in apple samsung patent fight,0
AAPL,20130529,apple ceo see more gamechangers hint at wearable device,0
AAPL,20130529,update apple ceo see more gamechangers hint at wearable device,0
AAPL,20130529,refile apple ceo see more gamechangers hint at wearable device,0
AAPL,20130528,column a taxation conundrum,1
AAPL,20130528,rpt the new tech palace visionary hq or cursed trophy,0
AAPL,20130528,hon hai mozilla to launch mobile device running on firefox,0
AAPL,20130528,hon hai mozilla to launch mobile device running on firefox,0
AAPL,20130527,eu quiz telco on apple sale tactic against rival,1
AAPL,20130527,corrected the new tech palace visionary hq or cursed trophy,0
AAPL,20130527,ireland ready diplomatic corp to rebuff tax haven claim,0
AAPL,20130527,the new tech palace visionary hq or cursed trophy,0
AAPL,20130527,europe investigates apple s iphone tactic ft,0
AAPL,20130523,update judge say leaning toward u s in apple e book case,1
AAPL,20130523,apple enjoyed irish tax holiday from the start,0
AAPL,20130523,rpt apple enjoyed irish tax holiday from the start,0
AAPL,20130523,apple supplier cirrus slump a pricing pressure grows,0
AAPL,20130522,ireland say will not be u s whipping boy on tax,1
AAPL,20130522,apple former washington wallflower now at center of tax fight,0
AAPL,20130522,ireland feel the heat from apple tax row,0
AAPL,20130522,press digest ireland may,0
AAPL,20130522,apple ceo make no apology for company s tax strategy,0
AAPL,20130522,update the irish loophole behind apple s low tax bill,0
AAPL,20130522,ireland reject blame for apple s low tax rate,0
AAPL,20130521,press digest financial time may,1
AAPL,20130521,apple ceo make no apology for company s tax strategy,0
AAPL,20130521,ireland reject blame for apple s low tax rate,0
AAPL,20130521,the irish loophole behind apple s low tax bill,0
AAPL,20130521,update the irish loophole behind apple s low tax bill,0
AAPL,20130521,update ireland reject blame for apple s low tax rate,0
AAPL,20130521,irish pm say u s senate s apple tax claim incorrect,0
AAPL,20130521,irish pm say u s senate s apple tax claim incorrect,0
AAPL,20130521,u s senate panel hammer apple over offshore tax strategy,0
AAPL,20130521,the irish loophole behind apple s low tax bill,0
AAPL,20130520,apple congress spar over tax ahead of tuesday hearing,1
AAPL,20130520,update apple to argue for tax reform defend tax practice on tuesday,0
AAPL,20130520,apple s stateless subsidiary lower tax bill senate report,0
AAPL,20130520,apple to argue for tax reform defend tax practice on tuesday,0
AAPL,20130517,foxconn say need more time to further cut worker overtime,1
AAPL,20130517,apple s cook to propose tax change at congressional hearing report,0
AAPL,20130517,apple s cook to propose tax change at congressional hearing report,0
AAPL,20130517,a stretched samsung chase rival apple s supplier,0
AAPL,20130516,rpt profile bond guru gundlach of doubleline go prime time,1
AAPL,20130516,a stretched samsung chase rival apple s supplier,0
AAPL,20130515,hedge fund shop at supervalu sour on apple,1
AAPL,20130515,update more top hedge fund dropped apple share in st quarter,0
AAPL,20130515,update doubleline s gundlach say nikkei will hit in,0
AAPL,20130515,corrected more top hedge fund dropped apple share in first quarter,0
AAPL,20130515,apple tell u s of tough talk not collusion with publisher,0
AAPL,20130514,update hon hai may face pressure amid wait for new apple product,1
AAPL,20130514,update sharp to tap samsung bank for survival after bln loss,0
AAPL,20130514,nokia s market share slump in first quarter gartner,0
AAPL,20130513,sharp to seek samsung edge for survival a apple sale lose steam,1
AAPL,20130512,hon hai s apple pie under threat from pegatron,1
AAPL,20130510,apple supplier sharp to boost samsung business in bid to stay viable,1
AAPL,20130509,u stock snapshot wall st mostly slip in late trading apple down,1
AAPL,20130509,update facebook in talk to buy israel s waze for up to bln report,0
AAPL,20130509,apple supplier pegatron boost china workforce by percent in second quarter,0
AAPL,20130509,apple supplier pegatron boost china workforce by pct in h,0
AAPL,20130507,corrected update greenlight re s einhorn say he added to apple position,0
AAPL,20130507,greenlight re s einhorn say he added to apple position call,0
AAPL,20130506,u stock wall st extends rally financials apple lead,1
AAPL,20130506,eu regulator take aim at google over apple mobile patent lawsuit,0
AAPL,20130506,eu regulator take aim at google over apple mobile patent lawsuit,0
AAPL,20130503,update laird revenue slip a demand from largest customer drop,1
AAPL,20130502,zagg slash sale forecast a apple delay new product,1
AAPL,20130501,pentagon may soon clear use of apple samsung blackberry device,1
AAPL,20130501,ipads and low end rival propel higher tablet shipment report,0
AAPL,20130501,ipads and low end rival propel higher tablet shipment report,0
AAPL,20130501,column rwanda ibonds and the madness of the bond market,0
AAPL,20130501,saft on wealth rwanda ibonds and the madness of the bond market,0
AAPL,20130501,fidelity contrafund s danoff fret over apple rival,0
AAPL,20130501,update fidelity contrafund s danoff fret over apple rival,0
AAPL,20130501,fidelity contrafund manager worry over apple s competition,0
AAPL,20130430,global market u dollar dip before fed s p hit high a apple gain,1
AAPL,20130430,apple wow market with record billion bond deal,0
AAPL,20130430,update apple wow market with record bn bond deal,0
AAPL,20130430,corrected update apple wow market with record bn bond deal,0
AAPL,20130430,apple launch biggest ever non bank bond deal at bln,0
AAPL,20130430,treasury bond erase gain a apple ready bond sale,0
AAPL,20130430,apple bond order book top billion market source,0
AAPL,20130430,treasury bond erase gain amid positioning for apple debt sale,0
AAPL,20130430,apple bond order book top bln market source,0
AAPL,20130430,apple bond order book now in excess of bln market source,0
AAPL,20130429,google now come to iphone challenging apple s siri,1
AAPL,20130429,u stock wall street up s p nears record on italy data,0
AAPL,20130429,apple lay groundwork for first debt sale ever,0
AAPL,20130429,update apple lay groundwork for first debt sale ever,0
AAPL,20130429,apple mandate bank for debt investor meeting source,0
AAPL,20130425,column apple s new pitch to investor,1
AAPL,20130424,amazon to sell set top box to challenge apple tv report,1
AAPL,20130424,apple s cash plan take heat off cook buy him time,0
AAPL,20130424,update apple s cash plan take heat off cook buy him time,0
AAPL,20130424,apple the fed and the financial fallacy,0
AAPL,20130424,saft on wealth apple the fed and the financial fallacy,0
AAPL,20130424,apple debt issuance would dwarf that of tech rival,0
AAPL,20130424,apple share fall a buyback dividend hike fail to please,0
AAPL,20130423,update apple unlocks more cash for investor a profit slide,1
AAPL,20130423,broadcom eye more smartphone chip sale,0
AAPL,20130423,update broadcom eye more smartphone chip sale,0
AAPL,20130423,brief apple ceo acknowledged growth rate ha slowed,0
AAPL,20130423,instant view apple result surpass street target double cash return,0
AAPL,20130423,instant view apple result surpass street target double cash return,0
AAPL,20130423,brief apple up percent in extended trade after q result,0
AAPL,20130423,apple revenue beat wall street view double capital return,0
AAPL,20130422,u trade panel say apple did not violate google patent,1
AAPL,20130422,rpt apple s dimming luster roils supplier investor,0
AAPL,20130422,rpt investor brace for more stock volatility on apple earnings,0
AAPL,20130422,slowdown in apple order weighs on lg display s first quarter profit,0
AAPL,20130422,update slowdown in apple order weighs on lg display s q profit,0
AAPL,20130422,lg display log small profit a apple order slow,0
AAPL,20130422,apple s dimming luster roils supplier investor,0
AAPL,20130422,google play revenue surge but still far short of apple data,0
AAPL,20130421,rpt wall st week ahead in earnings frenzy will apple get crushed,1
AAPL,20130421,apple s dimming luster roils supplier investor,0
AAPL,20130421,investor brace for more stock volatility on apple earnings,0
AAPL,20130421,apple s dimming luster roils supplier investor,0
AAPL,20130421,investor brace for more stock volatility on apple earnings,0
AAPL,20130419,wall street week ahead in earnings frenzy will apple get crushed,1
AAPL,20130419,penguin offer to scrap apple e book deal to end eu antitrust case,0
AAPL,20130418,adr report apple component supplier lead foreign share lower,1
AAPL,20130418,brief verizon confident could do a verizon wireless deal without big tax implication,0
AAPL,20130418,hong kong share close down pct in th straight daily loss,0
AAPL,20130418,nikkei fall pct hurt by apple component supplier,0
AAPL,20130418,seoul share near five month low a earnings fear hit tech,0
AAPL,20130418,nikkei drop pct a apple component supplier weigh,0
AAPL,20130418,update supplier woe stir apple demand fear asian part maker dive,0
AAPL,20130418,nikkei retreat a blue chip lose ground apple supplier sag,0
AAPL,20130418,seoul share fall a earnings concern hurt tech sector lg display slump,0
AAPL,20130418,samsung say considers hynix chip for it mobile product,0
AAPL,20130417,nikkei set to fall on weak global market apple linked share may falter,1
AAPL,20130417,supplier woe stir apple demand fear stock drop below,0
AAPL,20130417,update supplier woe stir apple demand fear stock drop below,0
AAPL,20130417,u stock drop in apple share weak profit drag wall st lower,0
AAPL,20130417,u stock wall street sell off led by apple,0
AAPL,20130417,u stock snapshot wall st end sharply lower a apple slide,0
AAPL,20130417,u stock wall street fall led by drop in apple,0
AAPL,20130417,u stock wall st slump in broad decline apple sink,0
AAPL,20130416,hp aim to revolutionize computer with motion control technology,1
AAPL,20130416,amazon gain against apple s itunes in music downloads,0
AAPL,20130416,amazon gain against apple s itunes in music downloads,0
AAPL,20130415,trader admits fraud in billion apple stock scheme,1
AAPL,20130415,iphone supplier japan display turn to smaller smartphone maker,0
AAPL,20130415,india press apple india s revenue seen topping bln this year economic time,0
AAPL,20130412,amazon lift executive stock award a apple rivalry heat up,1
AAPL,20130412,eu court decision herald multi country european music license,0
AAPL,20130411,france threatens eu action over apple app store ban,1
AAPL,20130411,high end model lift lg to no smartphone maker by sale,0
AAPL,20130410,hon hai first quarter sale down a iphone disappoints,1
AAPL,20130410,korea hot stock lg electronics hit year high on profit jump hope,0
AAPL,20130405,apple google won t face poaching class action suit yet,1
AAPL,20130405,itc judge say samsung infringes key part of apple patent,0
AAPL,20130405,itc judge say samsung infringes key part of apple patent,0
AAPL,20130405,samsung electronics marketing blitz stir debate over innovation,0
AAPL,20130404,samsung woos le affluent phone user to beat seasonal gloom,1
AAPL,20130402,sorry apple get respect in china after tabloid trial,1
AAPL,20130402,apple apologizes to chinese consumer revamps service,0
AAPL,20130402,press digest british business april,0
AAPL,20130401,press digest financial time april,1
AAPL,20130401,apple apologizes to chinese consumer revamps service,0
AAPL,20130401,update apple apologises to chinese consumer revamps service,0
AAPL,20130401,apple apologises to chinese consumer over warranty confusion,0
AAPL,20130401,fidelity contrafund s danoff cut apple stake percent,0
AAPL,20130401,update fidelity contrafund s danoff cut apple stake pct,0
AAPL,20130401,fidelity contrafund s danoff cut apple stake by pct,0
AAPL,20130328,chinese regulator call for tighter supervision of apple,1
AAPL,20130327,popularity help buffer apple from chinese state medium attack,1
AAPL,20130326,u s court question public interest scope in apple secrecy hearing,1
AAPL,20130325,update hon hai post record q net but margin face new challenge in,1
AAPL,20130324,apple buy silicon valley startup wifislam,1
AAPL,20130322,eu regulator monitor apple ipad and iphone distribution,1
AAPL,20130322,apple make renewable energy push with solar fuel cell,0
AAPL,20130322,corrected apple make renewable energy push with solar fuel cell,0
AAPL,20130322,eu antitrust regulator monitoring distribution of apple s ipad iphone,0
AAPL,20130322,apple blame record label film studio for high australian price,0
AAPL,20130321,apple investor pay more for downside bet,1
AAPL,20130321,apple make renewable energy push with solar fuel cell,0
AAPL,20130321,apple make renewable energy push with solar fuel cell,0
AAPL,20130321,market pulse oracle guess jabil circuit apple hp,0
AAPL,20130321,market pulse oracle guess jabil circuit apple hp,0
AAPL,20130320,software co intertrust accuses apple of infringing patent,1
AAPL,20130320,software firm intertrust say apple infringed patent,0
AAPL,20130319,adobe chief technology officer to join apple,1
AAPL,20130319,brief apple recruit adobe cto a vp technology,0
AAPL,20130319,samsung working on wristwatch to rival apple s,0
AAPL,20130319,samsung working on wristwatch join apple source,0
AAPL,20130316,samsung galaxy s blitz may prompt apple rethink,1
AAPL,20130315,radio frequency chip maker tune in to smartphone race,1
AAPL,20130315,update china tv consumer show criticises apple and volkswagen,0
AAPL,20130315,china tv consumer show criticises apple and volkswagen,0
AAPL,20130315,analyst view samsung galaxy s emerges to do battle on apple s home turf,0
AAPL,20130314,samsung galaxy s emerges to do battle on apple s home turf,1
AAPL,20130314,update for china mobile g and next iphone key to unlocking apple demand,0
AAPL,20130314,press digest financial time march,0
AAPL,20130313,apple s schiller blast android samsung on galaxy s eve,1
AAPL,20130313,trade panel delay decision on apple samsung patent fight,0
AAPL,20130313,trade panel delay decision on apple samsung patent fight,0
AAPL,20130313,for china mobile g and next iphone are key to unlocking apple demand,0
AAPL,20130313,apple ceo cook ordered to testify in e book case,0
AAPL,20130313,update apple ceo cook ordered to testify in e book case,0
AAPL,20130313,apple ceo cook must testify in e book antitrust case judge,0
AAPL,20130312,apple s ipad to fall behind android a tablet war grows,1
AAPL,20130312,apple ha percent chance of missing outlook analyst,0
AAPL,20130312,apple ha pct chance of missing outlook analyst,0
AAPL,20130312,apple s ipads to fall behind android tablet this year idc,0
AAPL,20130309,ceo tim cook may have to testify in apple e book case,1
AAPL,20130309,judge will not suspend apple siri patent case v samsung,0
AAPL,20130309,update u s judge will not suspend apple siri patent case v samsung,0
AAPL,20130309,u s judge will not suspend apple siri patent case v samsung,0
AAPL,20130307,analysis next intel ceo to guide new business maybe apple deal,1
AAPL,20130307,seoul share slip on profit taking risk and currency move,0
AAPL,20130307,korea hot stock lg display oci,0
AAPL,20130306,update samsung get a foot in at key apple supplier sharp with mln investment,1
AAPL,20130306,exclusive apple s cook music mogul iovine discus new music service,0
AAPL,20130304,sony looking to beat chinese rival to be no in smartphones,1
AAPL,20130304,samsung electronics share rise after apple award nearly halved,0
AAPL,20130302,judge cut apple award versus samsung set new damage trial,1
AAPL,20130301,judge cut apple award v samsung set new damage trial,1
AAPL,20130301,judge throw out part of apple patent award against samsung,0
AAPL,20130301,einhorn drop lawsuit versus apple end challenge,0
AAPL,20130301,apple battle yet to bear much fruit for einhorn fund,0
AAPL,20130301,update apple battle yet to bear much fruit for einhorn fund,0
AAPL,20130301,update einhorn drop lawsuit v apple end challenge,0
AAPL,20130301,einhorn drop lawsuit against apple end high profile challenge,0
AAPL,20130301,einhorn s greenlight hedge fund up percent in feb source,0
AAPL,20130228,leap share fall on concern about slow iphone sale,1
AAPL,20130228,samsung electronics say loses a japan patent lawsuit to apple,0
AAPL,20130228,samsung elec say loses a japan patent lawsuit to apple,0
AAPL,20130228,press digest financial time feb,0
AAPL,20130227,apple ceo say he feel shareholder pain urge long view,1
AAPL,20130227,apple ceo say he feel shareholder pain urge long term focus,0
AAPL,20130227,brief apple ceo know shareholder disappointed by share price urge long term focus,0
AAPL,20130227,court denies apple s motion to reduce damage in virnetx lawsuit,0
AAPL,20130227,update court denies apple s motion to reduce damage in virnetx lawsuit,0
AAPL,20130227,court denies apple s motion to reduce damage against virnetx,0
AAPL,20130227,no word from microsoft on office for ipad,0
AAPL,20130226,avago technology see weak second quarter revenue,1
AAPL,20130226,corrected update avago technology see weak nd qtr revenue,0
AAPL,20130226,no word from microsoft on office for ipad,0
AAPL,20130226,apple to settle lawsuit on inadvertent app purchase by kid,0
AAPL,20130226,apple to settle lawsuit on inadvertent app purchase by kid,0
AAPL,20130225,intel debut new smartphone chip a mobile market consolidates,0
AAPL,20130225,samsung to unveil it next galaxy s smartphone on apple s turf,0
AAPL,20130225,samsung to unveil it next galaxy s smartphone on apple s turf,0
AAPL,20130224,firefox take on smartphone power apple google,0
AAPL,20130224,web browser maker firefox take on smartphone power apple google,0
AAPL,20130223,einhorn score legal victory versus apple in cash scuffle,1
AAPL,20130222,update microsoft say small number of it computer hacked,1
AAPL,20130222,einhorn win ruling against apple in cash pile fight,0
AAPL,20130222,update einhorn win ruling against apple in cash pile fight,0
AAPL,20130222,judge grant einhorn injunction against apple,0
AAPL,20130222,mondelez recall belvita breakfast biscuit due to metal mesh,0
AAPL,20130221,einhorn say apple ipref stock would unlock value,1
AAPL,20130221,aig is the new apple of hedge fund manager eye report,0
AAPL,20130221,brief apple share trim loss a einhorn speaks,0
AAPL,20130221,aig is the new apple of hedge fund manager eye report,0
AAPL,20130221,aig is the new apple of hedge fund manager eye report,0
AAPL,20130221,jazzed up microsoft is cooler than before reuters ipsos,0
AAPL,20130221,update hedge fund manager einhorn take apple campaign to shareholder,0
AAPL,20130220,apple supplier foxconn freeze hiring at largest plant,1
AAPL,20130220,exclusive apple mac hit by hacker who targeted facebook,0
AAPL,20130219,update einhorn hedge fund may succeed in apple case judge say,1
AAPL,20130219,judge say hedge fund greenlight may succeed in apple case,0
AAPL,20130219,exclusive apple mac hit by hacker who targeted facebook,0
AAPL,20130219,greenlight show likelihood of success against apple judge,0
AAPL,20130219,brief judge reserve decision in greenlight apple lawsuit court hearing,0
AAPL,20130215,refile former apple retail bos browett take charge at monsoon,0
AAPL,20130215,u s hedge fund sour on apple favor dollar store,0
AAPL,20130215,update u s hedge fund sour on apple favor dollar store,0
AAPL,20130214,big hedge fund fueled fourth quarter dive in apple share,1
AAPL,20130214,update big hedge fund fueled th quarter dive in apple share,0
AAPL,20130214,u s hedge fund sour on apple favor dollar store,0
AAPL,20130214,highlight u s hedge fund sour on apple favor dollar store,0
AAPL,20130214,apple s search technology lawsuit against samsung may go on hold,0
AAPL,20130214,apple s search technology lawsuit against samsung may go on hold,0
AAPL,20130214,fundview t rowe price tech fund see value in chipmakers,0
AAPL,20130214,corrected big hedge fund fueled apple s th quarter share plunge,0
AAPL,20130214,apple challenge loss of iphone trademark in brazil,0
AAPL,20130214,apple challenge loss of iphone trademark in brazil,0
AAPL,20130213,apple fire back at einhorn reveals high level meeting detail,1
AAPL,20130213,no plan b for microsoft s mobile ambition cfo,0
AAPL,20130213,no plan b for microsoft s mobile ambition cfo,0
AAPL,20130213,cooperman s omega fund sold apple stake in fourth quarter,0
AAPL,20130213,update cooperman s omega fund sold apple stake in th quarter,0
AAPL,20130213,another investor sue apple taking a page from einhorn playbook,0
AAPL,20130213,cooperman s omega sell apple buy facebook sandridge filing,0
AAPL,20130213,loewe share jump percent on apple bid talk,0
AAPL,20130213,update loewe share jump percent on apple bid talk,0
AAPL,20130213,apple cut macbook price by up to,0
AAPL,20130212,apple ceo call einhorn lawsuit a silly sideshow,1
AAPL,20130212,brief apple ceo tim cook say company doesn t have a depression era mentality,0
AAPL,20130212,apple ceo call tiff with einhorn over preferred stock a sideshow,0
AAPL,20130211,judge speed up schedule in apple versus einhorn case,1
AAPL,20130211,u s judge speed up schedule in apple v einhorn case,0
AAPL,20130211,blackberry share drop a home depot switch to iphone,0
AAPL,20130211,blackberry share drop a home depot switch to iphone,0
AAPL,20130211,rpt insight apple and samsung frenemies for life,0
AAPL,20130211,australia to grill apple others on pricing,0
AAPL,20130211,australia to grill apple others on pricing,0
AAPL,20130210,apple experiment with device similar to watch nyt,1
AAPL,20130210,insight apple and samsung frenemies for life,0
AAPL,20130210,rpt insight apple and samsung frenemies for life,0
AAPL,20130210,insight apple and samsung frenemies for life,0
AAPL,20130209,einhorn case against apple rest on unusual legal tactic,1
AAPL,20130209,calpers proxy firm support apple on preferred stock proposal,0
AAPL,20130209,calpers proxy firm support apple on preferred stock proposal,0
AAPL,20130208,einhorn case against apple rest on rarely used legal tactic,1
AAPL,20130208,update u s settle with publisher macmillan in e book case,0
AAPL,20130208,rpt interview how einhorn turned from apple advocate to agitator,0
AAPL,20130208,how einhorn turned from apple advocate to agitator,0
AAPL,20130208,factbox perpetual preferred share at center of einhorn s apple lawsuit,0
AAPL,20130208,interview how einhorn turned from apple advocate to agitator,0
AAPL,20130208,press digest british business feb,0
AAPL,20130207,einhorn sue apple mark biggest investor challenge in year,1
AAPL,20130207,greenlight s einhorn say chatted with apple s cook,0
AAPL,20130207,interview update greenlight s einhorn say chatted with apple s cook,0
AAPL,20130207,greenlight s einhorn chatted yesterday with apple s tim cook,0
AAPL,20130207,einhorn say apple ha depression mentality cnbc,0
AAPL,20130207,einhorn say apple ha depression mentality cnbc,0
AAPL,20130207,brief apple up percent in premarket,0
AAPL,20130207,greenlight s einhorn sue apple dissatisfied with capital plan,0
AAPL,20130207,apple supplier hon hai january sale down pct on year,0
AAPL,20130206,itunes sell billion song prize won for monkey drum download,1
AAPL,20130206,samsung ea spice up revenue deal in developer friendly program,0
AAPL,20130206,samsung ea spice up revenue deal in developer friendly program,0
AAPL,20130205,apple to lose iphone trademark in brazil source,1
AAPL,20130204,california court find for apple in credit card suit,1
AAPL,20130204,update u s court say won t expedite apple appeal v samsung,0
AAPL,20130204,calif court find for apple in credit card privacy suit,0
AAPL,20130204,refile u s court say will not expedite apple s appeal v samsung,0
AAPL,20130204,foxconn say to boost china worker participation in union,0
AAPL,20130204,htc plan cheaper phone for china a revenue sag,0
AAPL,20130204,update htc plan cheaper phone for china a revenue sag,0
AAPL,20130204,update htc see q revenue flat to pct lower v q,0
AAPL,20130204,press digest financial time feb,0
AAPL,20130201,apple edge out samsung for mobile phone sale lead in fourth quarter,1
AAPL,20130201,apple pip samsung for mobile phone sale lead in fourth quarter,0
AAPL,20130201,audio company audience see fast growth even with le apple,0
AAPL,20130201,corrected update audio company audience see fast growth even with le apple,0
AAPL,20130131,audience inc share surge on strong first quarter forecast,1
AAPL,20130131,u s tablet shipment soar during holiday threaten to surpass pc,0
AAPL,20130131,u tablet shipment soar during holiday threaten to surpass pc,0
AAPL,20130131,apple loses a u s appeal bid in samsung patent fight,0
AAPL,20130131,update apple loses a u s appeal bid in samsung patent fight,0
AAPL,20130131,appeal court reject apple bid to overturn sale ban denial,0
AAPL,20130131,fusion io cut forecast a apple facebook delay order,0
AAPL,20130131,update fusion io cut forecast a apple facebook delay order,0
AAPL,20130130,update apple supplier skyworks forecast strong nd qtr share jump,1
AAPL,20130130,fusion io see weak third quarter a apple facebook delay order,0
AAPL,20130130,update fusion io see weak rd qtr a apple facebook delay order,0
AAPL,20130130,analysis the fund that saw apple s decline coming,0
AAPL,20130130,fidelity contrafund cut apple stake percent in december,0
AAPL,20130130,update fidelity contrafund cut apple stake pct in december,0
AAPL,20130130,fidelity contrafund s danoff cut apple stake by pct in dec,0
AAPL,20130130,update u s court reject apple s bid to raise damage in samsung case,0
AAPL,20130130,refile u s court reject apple s bid to raise damage in samsung case,0
AAPL,20130129,update sk hynix q miss forecast weak pc chip price weigh,1
AAPL,20130129,sk hynix q swing to profit but miss forecast,0
AAPL,20130129,broadcom warns of lower first quarter revenue,0
AAPL,20130129,apple trademark design of it retail store,0
AAPL,20130129,apple trademark design of it retail store,0
AAPL,20130129,apple announces ipad with double storage capacity,0
AAPL,20130129,apple announces ipad with double storage capacity,0
AAPL,20130128,s p eas end longest winning run in eight year,1
AAPL,20130128,insight apple s grip on carrier supplier loosens,0
AAPL,20130128,refile insight apple s grip on carrier supplier loosens,0
AAPL,20130128,u stock dow s p near flat after rally apple boost nasdaq,0
AAPL,20130128,rpt u stock s p slip after rally but apple lift nasdaq,0
AAPL,20130128,u stock s p slip after rally but apple lift nasdaq,0
AAPL,20130128,u stock s p dip after rally but apple lift nasdaq,0
AAPL,20130128,u stock wall st tick lower after rally caterpillar advance,0
AAPL,20130128,u stock wall st flat after rally caterpillar advance,0
AAPL,20130128,refile u stock future flat caterpillar on tap to report,0
AAPL,20130127,in asia s trend setting city iphone fatigue set in,1
AAPL,20130126,first steve job movie get red carpet premiere,1
AAPL,20130125,u stock s p vault a wall st extends rally,1
AAPL,20130125,exxon mobil regains market value crown from slumping apple,0
AAPL,20130125,update exxon mobil regains market value crown from slumping apple,0
AAPL,20130125,u stock s p vault a earnings cheer wall street,0
AAPL,20130125,apple co founder wozniak say part of job film totally wrong,0
AAPL,20130125,apple co founder wozniak say part of job film totally wrong,0
AAPL,20130125,corrected update samsung put lid on capex for st time since financial crisis,0
AAPL,20130125,u s stock index future signal mixed wall st open,0
AAPL,20130125,update apple step up labor audit find underage worker,0
AAPL,20130125,apple s china dilemma market share or cachet,0
AAPL,20130124,samsung post record profit keep capex at level,1
AAPL,20130124,apple supplier cirrus s profit beat look to diversify customer,0
AAPL,20130124,update apple supplier cirrus s profit beat look to diversify customer,0
AAPL,20130124,s korea market factor to watch on jan,0
AAPL,20130124,apple s china dilemma market share or cachet,0
AAPL,20130124,canada stock tsx near month high buoyed by agrium potash,0
AAPL,20130124,global market stock edge higher data offset apple s plunge,0
AAPL,20130124,apple s china dilemma market share or cachet,0
AAPL,20130124,u stock s p rise for seventh day but too steep a climb,0
AAPL,20130124,update amazon buy text to speech software company ivona,0
AAPL,20130123,apple revenue iphone sale disappoint share dive,1
AAPL,20130123,itc to review apple patent complaint against samsung,0
AAPL,20130123,update u itc to review apple patent complaint against samsung,0
AAPL,20130123,seoul share seen up tech share to set tone after apple result,0
AAPL,20130123,nikkei seen recovering after fall apple supplier in spotlight,0
AAPL,20130123,brief apple ha billion of it total cash offshore,0
AAPL,20130123,u itc remand part of apple s patent complaint against samsung,0
AAPL,20130123,brief apple share fall more than pct after hour,0
AAPL,20130123,instant view apple share slide netflix jump after profit report,0
AAPL,20130118,exclusive japan s sharp cut ipad screen output,1
AAPL,20130118,company email are key in apple google hiring case judge say,0
AAPL,20130118,company email are key in apple google hiring case judge say,0
AAPL,20130116,u stock s p end flat a bank profit temper growth concern,1
AAPL,20130116,u stock s p flat a growth concern temper bank earnings,0
AAPL,20130116,u stock wall street flat a apple gain boeing drag dow,0
AAPL,20130116,samsung galaxy tablet do not infringe apple design dutch court,0
AAPL,20130116,samsung galaxy tablet do not infringe apple design dutch court,0
AAPL,20130115,adr report foreign share edge lower weighed by apple supplier,1
AAPL,20130115,u stock snapshot dow s p tick up on data apple weighs,0
AAPL,20130115,u stock wall street flat a apple down again but retailer rise,0
AAPL,20130115,u stock apple stock s continuing decline drag wall st lower,0
AAPL,20130115,u stock wall st knocked lower by debt limit worry apple,0
AAPL,20130115,seoul share end down a foreign selling apple supplier weigh,0
AAPL,20130115,seoul share hit nearly week low a apple supplier weigh,0
AAPL,20130115,nikkei hit month high on weak yen sharp down on apple report,0
AAPL,20130115,update apple share fall on report of cut to iphone part order,0
AAPL,20130115,seoul share fall apple supplier lose ground on demand worry,0
AAPL,20130114,seoul share seen higher on china hope apple supplier eyed,1
AAPL,20130114,apple drag on s p nasdaq dell jump after report,0
AAPL,20130114,u stock apple drag on s p nasdaq dell jump after report,0
AAPL,20130114,u stock apple drag on s p nasdaq dell jump after report,0
AAPL,20130114,u stock snapshot wall st close lower a apple drag,0
AAPL,20130114,u stock apple weighs on s p nasdaq dell jump after report,0
AAPL,20130114,apple cut order for iphone part on weak demand nikkei,0
AAPL,20130114,samsung urge u s court to keep allowing galaxy phone sale,0
AAPL,20130114,samsung urge u court to keep allowing galaxy phone sale,0
AAPL,20130114,update apple cut order for iphone part on weak demand nikkei,0
AAPL,20130112,apple won t blindly pursue market share chinese paper report,1
AAPL,20130111,apple won t blindly pursue market share report,1
AAPL,20130111,xerox cfo leaving to join apple,0
AAPL,20130111,update xerox cfo leaving to join apple,0
AAPL,20130111,xerox cfo leaving to join apple,0
AAPL,20130110,apple exec dismisses cheaper phone a a market share grab report,1
AAPL,20130110,amazon offer free digital version of purchased cd,0
AAPL,20130110,amazon step up digital music competition with apple,0
AAPL,20130110,apple s tim cook meet with china mobile chairman in beijing,0
AAPL,20130110,apple s tim cook meet with china mobile chairman in beijing,0
AAPL,20130109,text fitch low end iphone may trim samsung s market lead and margin,1
AAPL,20130109,samsung seek broader chip base a apple cut loose,0
AAPL,20130109,t mobile usa to soon sell iphones cut subsidy ceo,0
AAPL,20130109,apple ceo visit china for second time in le than a year,0
