company,date,time
Alphabet Inc Class C (GOOG),2017-08-31,LG packs image  audio features into new flagship phone
Alphabet Inc Class C (GOOG),2017-08-30,U.S. House panel scraps Sept. 7 net neutrality hearing
Alphabet Inc Class C (GOOG),2017-08-30,Ctrip.com beats by $0.02  beats on revenue
Alphabet Inc Class C (GOOG),2017-08-30,Aegis: 'Ad recession' to favor Google  Facebook; punish Snap  Twitter
Alphabet Inc Class C (GOOG),2017-08-30,Alexa allies with Cortana to take on Google Assistant  Siri
Alphabet Inc Class C (GOOG),2017-08-30,Blockchain technology moves into car sharing  mobility services
Alphabet Inc Class C (GOOG),2017-08-30,IDC: Worldwide smartphone shipments will reach 1.7B in 2021
Alphabet Inc Class C (GOOG),2017-09-01,Apple shifts responsibility for Siri to operating system chief
Alphabet Inc Class C (GOOG),2017-09-01,New XXVI holding company is last step in Alphabet restructuring
Alphabet Inc Class C (GOOG),2017-09-01,Audio firm Harman aims for sales boost  new deals after Samsung takeover
Alphabet Inc Class C (GOOG),2017-09-01,Microsoft pushes 'mixed reality' features with Windows 10 update
Alphabet Inc Class C (GOOG),2017-09-01,RBC analyst bullish on cloud  sees GoDaddy focusing on expansion
Alphabet Inc Class C (GOOG),2017-08-31,Samsung secures self-driving car permit in California
Alphabet Inc Class C (GOOG),2017-08-31,House to vote on self-driving car legislation next week
Alphabet Inc Class C (GOOG),2017-08-31,Self-driving car vote set for next week
Alphabet Inc Class C (GOOG),2017-08-31,U.S. House to vote on self-driving car legislation next week
Alphabet Inc Class C (GOOG),2017-08-31,Facebook's Watch goes up against YouTube for ad dollars
Alphabet Inc Class C (GOOG),2017-08-28,Four Uber drivers fined in Denmark  others charged
Alphabet Inc Class C (GOOG),2017-08-25,Report: Mobile apps (mainly familiar ones) dominate digital media time
Alphabet Inc Class C (GOOG),2017-08-25,Tramadol and Gabapentin only 0.4% of sales - Petmed Express; shares up 1%
Alphabet Inc Class C (GOOG),2017-08-24,Uber battle escalates as investors try to intervene in Benchmark lawsuit
Alphabet Inc Class C (GOOG),2017-08-24,Jefferies downgrades Twitter to favor other social plays
Alphabet Inc Class C (GOOG),2017-08-24,Apple to build Iowa data center  get $207.8 million in incentives
Alphabet Inc Class C (GOOG),2017-08-24,Bloomberg: HTC planning sale of company or VR business
Alphabet Inc Class C (GOOG),2017-08-24,Telkom launches mobile video  music streaming services
Alphabet Inc Class C (GOOG),2017-08-24,Walmart and Google join forces to challenge Amazon 
Alphabet Inc Class C (GOOG),2017-08-24,Indonesians uncover syndicate spreading hate speech online: police
Alphabet Inc Class C (GOOG),2017-09-15,Alphabet considering $1B Lyft investment
Alphabet Inc Class C (GOOG),2017-09-15,EU to set out options for heftier online giant tax bills: Moscovici
Alphabet Inc Class C (GOOG),2017-09-15,Facebook removes feature that let ads reach 'Jew haters'
Alphabet Inc Class C (GOOG),2017-09-14,Facebook-backed group to help fund 'Dreamer' application fees
Alphabet Inc Class C (GOOG),2017-09-14,Alphabet talks with Lyft about possible investment: source
Alphabet Inc Class C (GOOG),2017-09-14,U.S. election agency seeks comment after Facebook cites Russian ads
Alphabet Inc Class C (GOOG),2017-09-14,Facebook to launch election integrity effort in Canada
Alphabet Inc Class C (GOOG),2017-09-14,Lawsuit accuses Google of bias against women in pay  promotions
Alphabet Inc Class C (GOOG),2017-09-14,Nestle to brew high-end coffee with Blue Bottle buy
Alphabet Inc Class C (GOOG),2017-09-14,Google loses appeal on data warrants; YouTube TV comes to new markets
Alphabet Inc Class C (GOOG),2017-08-22,Microsoft roundup: LinkedIn gets videos  GigaJam ends  and a Red Hat expansion
Alphabet Inc Class C (GOOG),2017-08-21,Canada's conservative Rebel Media site down after service cut
Alphabet Inc Class C (GOOG),2017-08-21,Exclusive: Hyundai Motor Group faces government calls to address 'big governance risk'
Alphabet Inc Class C (GOOG),2017-08-19,NuTonomy hopes for second-quarter 2018 launch of paid Singapore self-driving car rides
Alphabet Inc Class C (GOOG),2017-08-18,Shift from non-GAAP bottom lines could be good for stock prices
Alphabet Inc Class C (GOOG),2017-08-18,Recode: Facebook Marketplace could add ticket sales  auto listings
Alphabet Inc Class C (GOOG),2017-08-18,Citi says Alphabet passes Facebook as hedge fund favorite
Alphabet Inc Class C (GOOG),2017-08-18,Frankfurt and Dublin make bankers feel wanted in battle for Brexit jobs
Alphabet Inc Class C (GOOG),2017-08-17,U.S. digital rights group slams tech firms for barring neo-Nazis
Alphabet Inc Class C (GOOG),2017-08-17,Uber wins U.S. court appeal to push price-fixing case to arbitration
Alphabet Inc Class C (GOOG),2017-08-23,Google memo writer hires Republican Party official as lawyer
Alphabet Inc Class C (GOOG),2017-08-23,Wal-Mart to enter voice-shopping market via Google platform
Alphabet Inc Class C (GOOG),2017-08-23,New iPhones might release September 22; Apple TV lost Q1 market share
Alphabet Inc Class C (GOOG),2017-08-23,Google roundup: Cloud Platform gets service tiers  a look inside Waymo
Alphabet Inc Class C (GOOG),2017-08-23,Google releases newest Android version  Oreo 
Alphabet Inc Class C (GOOG),2017-08-23,Uber's turmoil has reportedly taken a toll on its valuation
Alphabet Inc Class C (GOOG),2017-08-23,JD.com  Thai retailer Central in talks for $500 million e-commerce JV: sources
Alphabet Inc Class C (GOOG),2017-08-23,Wal-Mart to offer voice-shopping
Alphabet Inc Class C (GOOG),2017-08-23,Mutual funds mark down investments in Uber by as much as 15 percent
Alphabet Inc Class C (GOOG),2017-08-22,Google touts Titan security chip to market cloud services
Alphabet Inc Class C (GOOG),2017-08-17,YouTube TV expands to 14 new markets  partners with Sinclair stations
Alphabet Inc Class C (GOOG),2017-08-17,Lithuanian man pleads not guilty to defrauding Facebook and Google
Alphabet Inc Class C (GOOG),2017-08-17,Facebook tests adding news stories customized to users' interests
Alphabet Inc Class C (GOOG),2017-08-17,Citizen scientists will take to the field for U.S. eclipse
Alphabet Inc Class C (GOOG),2017-08-17,Google buys Fabby developer AIMatter
Alphabet Inc Class C (GOOG),2017-08-17,How far to police hate speech?
Alphabet Inc Class C (GOOG),2017-08-16,Internet firms shift stance  move to exile white supremacists
Alphabet Inc Class C (GOOG),2017-08-16,Infosys announces consideration of share buyback
Alphabet Inc Class C (GOOG),2017-08-16,Google roundup: free Home calls  power team collaborations  and Maps Q&A
Alphabet Inc Class C (GOOG),2017-08-16,Trump tweets that Amazon causes job losses; Amazon initiated at SunTrust
Alphabet Inc Class C (GOOG),2017-08-30,Premarket Losers as of 9:05 am
Alphabet Inc Class C (GOOG),2017-08-30,Fossil to add more smartwatch brands
Alphabet Inc Class C (GOOG),2017-08-29,Google  Apple face off over augmented reality technology
Alphabet Inc Class C (GOOG),2017-08-29,Vietnam's Facebook dissidents test the limits of Communist state
Alphabet Inc Class C (GOOG),2017-08-29,Alphabet's Google acts to comply with EU antitrust order
Alphabet Inc Class C (GOOG),2017-08-29,Google launches preview of ARKit competitor; YouTube gets redesigned
Alphabet Inc Class C (GOOG),2017-08-29,Dramatic nighttime rescues in flooded Houston suburbs as Harvey rolls on
Alphabet Inc Class C (GOOG),2017-08-28,Expedia's Khosrowshahi poised to take Uber CEO job: memo
Alphabet Inc Class C (GOOG),2017-08-28,Facebook setting up Brazil training center for coders  entrepreneurs
Alphabet Inc Class C (GOOG),2017-08-28,Facebook unveils center to teach Brazilian coders  entrepreneurs
Alphabet Inc Class C (GOOG),2017-08-16,Fiat Chrysler joins BMW-Intel self-driving car alliance
Alphabet Inc Class C (GOOG),2017-08-15,Hedge fund buys up tech stocks including Micron  Western Digital
Alphabet Inc Class C (GOOG),2017-08-15,Apple  Facebook among tech companies filing cell location legal brief
Alphabet Inc Class C (GOOG),2017-08-15,Google acquires medical app start-up
Alphabet Inc Class C (GOOG),2017-08-15,Lawsuit over false online data revived after U.S. top court review
Alphabet Inc Class C (GOOG),2017-08-15,Neo-Nazi group moves to 'Dark Web' after website goes down
Alphabet Inc Class C (GOOG),2017-08-15,Tech companies urge Supreme Court to boost cellphone privacy
Alphabet Inc Class C (GOOG),2017-08-15,Microsoft acquires cloud orchestration company to benefit Azure
Alphabet Inc Class C (GOOG),2017-08-15,C-suite reacts to Charlottesville
Alphabet Inc Class C (GOOG),2017-08-14,Trump orders probe of China's intellectual property practices
Alphabet Inc Class C (GOOG),2017-08-14,Tech companies in the crosshairs on white supremacy and free speech
Alphabet Inc Class C (GOOG),2017-08-14,No cash for hate  say mainstream crowdfunding firms
Alphabet Inc Class C (GOOG),2017-08-14,U.S. hedge funds bearish on FAANG stocks in second-quarter: SEC filings
Alphabet Inc Class C (GOOG),2017-08-14,Former Microsoft AI expert says why Cortana fell behind Amazon's Alexa
Alphabet Inc Class C (GOOG),2017-08-14,Bernstein says Google could pay Apple $3B to remain iPhone search engine
Alphabet Inc Class C (GOOG),2017-08-14,New positions at Third Point
Alphabet Inc Class C (GOOG),2017-08-14,Google announces updates to Cloud Speech API
Alphabet Inc Class C (GOOG),2017-08-11,Cash-strapped SoundCloud gets new funds and top management
Alphabet Inc Class C (GOOG),2017-08-11,Lithuanian court upholds extradition of man to U.S. in $100 million fraud case
Alphabet Inc Class C (GOOG),2017-08-10,Google cancels staff meeting over fears of online harassment
Alphabet Inc Class C (GOOG),2017-08-10,Uber investor sues to force former CEO Kalanick off board
Alphabet Inc Class C (GOOG),2017-08-10,Defense Secretary Mattis sees growth for Silicon Valley defense unit
Alphabet Inc Class C (GOOG),2017-08-10,Snap  Blue Apron fuel worries about overheated IPOs
Alphabet Inc Class C (GOOG),2017-08-10,Uber's Graves stepping down from full-time job  stays on board
Alphabet Inc Class C (GOOG),2017-08-10,How AI robots hunt new drugs for crippling nerve disease
Alphabet Inc Class C (GOOG),2017-08-09,Facebook makes new bid for TV viewers with expanded video
Alphabet Inc Class C (GOOG),2017-08-09,Exclusive: Tesla developing self-driving tech for semi-truck  wants to test in Nevada
Alphabet Inc Class C (GOOG),2017-08-09,Eufy Genie offers Amazon Alexa experience for $35
Alphabet Inc Class C (GOOG),2017-08-09,Uber to close U.S. car-leasing business 
Alphabet Inc Class C (GOOG),2017-08-08,Google's firing of memo writer strikes nerve in Silicon Valley
Alphabet Inc Class C (GOOG),2017-08-08,U.S. to review Qualcomm's complaints about Apple iPhone patents
Alphabet Inc Class C (GOOG),2017-08-08,SoftBank invests $1 billion in sports e-commerce firm Fanatics: sources
Alphabet Inc Class C (GOOG),2017-08-08,Dish Network  trade groups and others oppose Sinclair Tribune deal
Alphabet Inc Class C (GOOG),2017-08-08,Time Inc misses revenue estimates  unveils new cost cuts
Alphabet Inc Class C (GOOG),2017-08-08,Autonomous cars race narrows on doubts about clear path to profit
Alphabet Inc Class C (GOOG),2017-08-08,Google fires employee behind anti-diversity memo
Alphabet Inc Class C (GOOG),2017-08-07,CBS expands streaming services as earnings beat expectations
Alphabet Inc Class C (GOOG),2017-08-07,Military can destroy drones over domestic U.S. bases: Pentagon
Alphabet Inc Class C (GOOG),2017-08-07,Funds target 'unknown' stocks as Wall Street cuts analyst jobs
Alphabet Inc Class C (GOOG),2017-08-07,Omega's Cooperman tells CNBC his biggest position is Alphabet
Alphabet Inc Class C (GOOG),2017-08-03,Brick by brick: satellite images could identify slave labor in India
Alphabet Inc Class C (GOOG),2017-08-02,Samsung tops Q2 global smartphone shipments
Alphabet Inc Class C (GOOG),2017-08-02,Reversal: Nasdaq  S&P 500 turn negative
Alphabet Inc Class C (GOOG),2017-08-01,Apple doubles down on China as rivals pull ahead
Alphabet Inc Class C (GOOG),2017-08-01,Bloomberg: Facebook building video chat device for homes
Alphabet Inc Class C (GOOG),2017-08-01,In China's hotel lobbies  small gaps in 'Great Firewall' are closing
Alphabet Inc Class C (GOOG),2017-08-01,S&P 500 to exclude Snap after voting rights debate
Alphabet Inc Class C (GOOG),2017-07-31,Republicans want tech input on U.S. net neutrality legislation
Alphabet Inc Class C (GOOG),2017-07-31,Dow hits record high while tech cedes ground
Alphabet Inc Class C (GOOG),2017-07-31,British interior minister to push Silicon Valley on countering militants
Alphabet Inc Class C (GOOG),2017-07-29,Stocks to watch next week
Alphabet Inc Class C (GOOG),2017-07-28,Union cheers as trucks kept out of U.S. self-driving legislation
Alphabet Inc Class C (GOOG),2017-07-28,Top 5 things that moved markets this past week
Alphabet Inc Class C (GOOG),2017-07-28,Superstar firm vogue heads for fire of overvaluation or ice of regulation: James Saft
Alphabet Inc Class C (GOOG),2017-07-28,In uphill battle  Google G Suite poaches Nielsen from Microsoft
Alphabet Inc Class C (GOOG),2017-07-28,Amazon everywhere: E-commerce titan is topic companies can't avoid
Alphabet Inc Class C (GOOG),2017-07-28,Google  Facebook show power of ad duopoly as rivals stumble
Alphabet Inc Class C (GOOG),2017-07-28,Amazon's big profit miss spooks investors  but analysts stay bullish
Alphabet Inc Class C (GOOG),2017-07-28,Amazon wobble creates ripples across worldwide stock markets
Alphabet Inc Class C (GOOG),2017-07-27,House panel approves legislation to speed deployment of self-driving cars
Alphabet Inc Class C (GOOG),2017-07-27,#CharlieGard: social media turns family tragedy into global war of words
Alphabet Inc Class C (GOOG),2017-07-27,Tech turns sharply lower
Alphabet Inc Class C (GOOG),2017-07-27,FANG earnings spurring new record highs 
Alphabet Inc Class C (GOOG),2017-07-27,Google hopes to train 10 million people in Africa in online skills: CEO
Alphabet Inc Class C (GOOG),2017-07-27,Facebook shares surge as results quash fears of slowing growth
Alphabet Inc Class C (GOOG),2017-07-27,Asleep at the wheel? Germany frets about economic car crash
Alphabet Inc Class C (GOOG),2017-07-27,Comcast results top estimates on film  theme parks growth
Alphabet Inc Class C (GOOG),2017-07-26,Facebook shares hit record high as mobile ad sales soar
Alphabet Inc Class C (GOOG),2017-07-26,Uber's Kalanick hires former U.S. prosecutor ahead of Waymo deposition
Alphabet Inc Class C (GOOG),2017-07-26,Roku tops connected TV market  Apple falls behind
Alphabet Inc Class C (GOOG),2017-07-25,German conservatives ordered to remove fake Schulz tweet: court
Alphabet Inc Class C (GOOG),2017-07-25,European stocks spring higher led by banks  miners
Alphabet Inc Class C (GOOG),2017-07-25,Strong earnings boost U.S. stocks  dollar near 13-month low
Alphabet Inc Class C (GOOG),2017-07-25,Adobe to pull plug on Flash  ending an era
Alphabet Inc Class C (GOOG),2017-07-25,Analyst says YouTube as a company would have $75B worth
Alphabet Inc Class C (GOOG),2017-07-25,Wall St higher  DJI buoyed by McDonald's  Caterpillar earnings 
Alphabet Inc Class C (GOOG),2017-07-25,Investors unhappy as Alphabet shells out more to drive traffic
Alphabet Inc Class C (GOOG),2017-07-25,Alphabet adds to cash pile despite higher costs  antitrust fine
Alphabet Inc Class C (GOOG),2017-07-25,U.S. stock index futures higher ahead of earnings  Alphabet eyed 
Alphabet Inc Class C (GOOG),2017-07-25,Facebook joining the smart speaker market?
Alphabet Inc Class C (GOOG),2017-07-24,Microsoft developing an AI processor
Alphabet Inc Class C (GOOG),2017-07-24,Alphabet appoints Google CEO Pichai to board
Alphabet Inc Class C (GOOG),2017-07-24,S&P  Dow lower as J&J drags; Nasdaq hits record
Alphabet Inc Class C (GOOG),2017-07-24,Study finds Google  Samsung phones gaining on mobile monetization
Alphabet Inc Class C (GOOG),2017-07-24,Roomba vacuum maker iRobot betting big on the 'smart' home
Alphabet Inc Class C (GOOG),2017-07-24,U.S. stock index futures lower ahead of earnings  data 
Alphabet Inc Class C (GOOG),2017-07-24,NXP Semiconductors announces CFO change
Alphabet Inc Class C (GOOG),2017-07-24,Top 5 things to watch today 
Alphabet Inc Class C (GOOG),2017-07-24,Ride-hailing firm Grab to get $2.5 billion as firms pump funds into SE Asia startups
Alphabet Inc Class C (GOOG),2017-07-24,Top 5 things to know in the market on Monday
Alphabet Inc Class C (GOOG),2017-07-23,The week ahead: 5 things to watch on the economic calendar
Alphabet Inc Class C (GOOG),2017-07-22,Stocks to watch next week
Alphabet Inc Class C (GOOG),2017-07-21,Top 5 things that moved markets this past week
Alphabet Inc Class C (GOOG),2017-07-21,U.S. IPO market may struggle to finish 2017 on a high
Alphabet Inc Class C (GOOG),2017-07-21,Apple  Google  Facebook spent record amounts lobbying Washington
Alphabet Inc Class C (GOOG),2017-07-21,Wall Street pares losses but GE-led industrials weigh
Alphabet Inc Class C (GOOG),2017-07-21,Raymond James boosts Juniper Networks to Outperform
Alphabet Inc Class C (GOOG),2017-07-21,Tech lobbying group backs Apple in Qualcomm dispute
Alphabet Inc Class C (GOOG),2017-07-21,Facebook explores 'modular' device
Alphabet Inc Class C (GOOG),2017-07-21,Show and sell: shift in global ad spending boosts events firms
Alphabet Inc Class C (GOOG),2017-07-20,Tech group sides with Apple in Qualcomm's iPhone ban dispute
Alphabet Inc Class C (GOOG),2017-07-20,Amazon creating new service for AWS?
Alphabet Inc Class C (GOOG),2017-07-20,Weekly Comic: Nothing can stop the Nasdaq bulls this week
Alphabet Inc Class C (GOOG),2017-07-19,U.S. House panel approves broad proposal on self-driving cars
Alphabet Inc Class C (GOOG),2017-07-19,House bill would exempt self-driving cars from existing auto safety standards
Alphabet Inc Class C (GOOG),2017-07-19,French court refers 'right to be forgotten' dispute to top EU court
Alphabet Inc Class C (GOOG),2017-07-19,5 Reasons why Qualcomm will double its value 
Alphabet Inc Class C (GOOG),2017-07-19,Google redesigns mobile search app with personalized 'feed'
Alphabet Inc Class C (GOOG),2017-07-18,Amazon makes cloud contract more customer-friendly as rivals loom
Alphabet Inc Class C (GOOG),2017-07-18,Silicon Valley mostly quiet in internet surveillance debate in Congress
Alphabet Inc Class C (GOOG),2017-08-07,CBS signs with AT&T to stream networks on DirecTV Now
Alphabet Inc Class C (GOOG),2017-08-07,Fintech firm Fiserv raises offer for Monitise to $98 million
Alphabet Inc Class C (GOOG),2017-08-06,Google employee's anti-diversity memo prompts company rebuke
Alphabet Inc Class C (GOOG),2017-08-05,Stocks to watch next week
Alphabet Inc Class C (GOOG),2017-08-04,Google tests publishing tech similar to Snapchat: source
Alphabet Inc Class C (GOOG),2017-08-04,Toyota takes stake in Mazda  links up for $1.6 billion U.S. plant
Alphabet Inc Class C (GOOG),2017-08-04,Amazon's Alexa now has music for activities
Alphabet Inc Class C (GOOG),2017-08-04,Uber knowingly rented out faulty cars  WSJ says; firm says problem fixed
Alphabet Inc Class C (GOOG),2017-08-04,U.S. stock futures cautious ahead of nonfarm payrolls
Alphabet Inc Class C (GOOG),2017-08-04,Google to work with Indonesia to tackle content deemed offensive
Alphabet Inc Class C (GOOG),2017-07-12,Google wins challenge against 1.1 billion-euro French tax bill
Alphabet Inc Class C (GOOG),2017-07-12,Tech firms protest proposed changes to U.S. net neutrality rules
Alphabet Inc Class C (GOOG),2017-07-12,Microsoft provides details on Research AI lab
Alphabet Inc Class C (GOOG),2017-07-12,AdvisorShares debuts FANG-based ETF
Alphabet Inc Class C (GOOG),2017-07-12,"Ad CEO says Facebook ""successfully countering"" Snap"
Alphabet Inc Class C (GOOG),2017-07-12,Indonesia finance minister says to tackle tax avoidance by MNCs
Alphabet Inc Class C (GOOG),2017-07-12,China could field nearly half of new electric car models by 2020: study
Alphabet Inc Class C (GOOG),2017-07-11,Symantec explores selling web certificates business: sources
Alphabet Inc Class C (GOOG),2017-07-11,Google Earth to let users post stories  photos in coming years
Alphabet Inc Class C (GOOG),2017-07-11,Intel rolls out new chips in battle for data center business
Alphabet Inc Class C (GOOG),2017-07-11,Amazon sells 3x as many Echo devices during this year's Prime Day
Alphabet Inc Class C (GOOG),2017-07-11,Around 40 percent of Americans were harassed online: survey
Alphabet Inc Class C (GOOG),2017-07-11,House panel to unveil self-driving car legislation soon: aide
Alphabet Inc Class C (GOOG),2017-07-10,Closing up for the day: S&P tech sector  Semiconductor Index  Cyber Security ETF
Alphabet Inc Class C (GOOG),2017-07-10,Microsoft to offer local version of Azure cloud service
Alphabet Inc Class C (GOOG),2017-07-10,Judge grants Uber lawyers right to depose Larry Page
Alphabet Inc Class C (GOOG),2017-07-10,Google taps top law firms to fight EU regulatory battles: sources
Alphabet Inc Class C (GOOG),2017-07-10,Russia causing cyber mayhem  should face retaliation: ex-UK spy chief
Alphabet Inc Class C (GOOG),2017-07-09,France says Europe should make U.S. companies pay fair share of taxes
Alphabet Inc Class C (GOOG),2017-07-09,Israel seeks managers for state-backed technology funds
Alphabet Inc Class C (GOOG),2017-07-07,Facebook to build housing in Silicon Valley for first time
Alphabet Inc Class C (GOOG),2017-07-07,Waymo must disclose details of Lyft car deal to Uber: ruling
Alphabet Inc Class C (GOOG),2017-07-07,Tech's market leadership over? Not so fast
Alphabet Inc Class C (GOOG),2017-07-07,Trump missing chance to steer antitrust as key FTC slots go unfilled
Alphabet Inc Class C (GOOG),2017-07-07,Microsoft CIO leaves ahead of staff cuts
Alphabet Inc Class C (GOOG),2017-07-07,Tech sector sees gains in S&P  FAANG  and semiconductor index
Alphabet Inc Class C (GOOG),2017-07-07,Uber wanted to partner with Google  now wants Page deposition
Alphabet Inc Class C (GOOG),2017-07-07,Google to power Dutch data center with solar energy
Alphabet Inc Class C (GOOG),2017-07-06,Google says its service disruption issue resolved
Alphabet Inc Class C (GOOG),2017-07-06,Return of the FAANG pullback; semiconductor index down
Alphabet Inc Class C (GOOG),2017-07-06,China's Baidu being probed after CEO tests driverless car on public roads
Alphabet Inc Class C (GOOG),2017-07-06,SoftBank aims to raise $3 billion to $5 billion via bond issue: source
Alphabet Inc Class C (GOOG),2017-07-05,Report says to sell tech ahead of underperformance; semiconductors recover
Alphabet Inc Class C (GOOG),2017-07-05,Exclusive: EU considers record fine as panel checks Google Android case - sources
Alphabet Inc Class C (GOOG),2017-07-05,China's Baidu taps 50 partners to help advance self-driving
Alphabet Inc Class C (GOOG),2017-07-05,Google to start getting Norwegian wind power by September
Alphabet Inc Class C (GOOG),2017-07-05,Amazon's Alexa passes 15K skills
Alphabet Inc Class C (GOOG),2017-07-05,Alibaba launches low-cost voice assistant amid AI drive
Alphabet Inc Class C (GOOG),2017-07-05,FTSE Russell leaning toward minimum threshold for voting rights - CEO
Alphabet Inc Class C (GOOG),2017-07-04,EU lawmakers pass new rules to tackle multinationals' tax avoidance
Alphabet Inc Class C (GOOG),2017-07-25,U.S. stock futures point to slightly higher open with earnings in focus
Alphabet Inc Class C (GOOG),2017-07-25,Top 5 things to watch today 
Alphabet Inc Class C (GOOG),2017-07-25,Top 5 things to know in the market on Tuesday
Alphabet Inc Class C (GOOG),2017-07-25,Global stocks mixed  Alphabet in focus 
Alphabet Inc Class C (GOOG),2017-07-24,Qualcomm accuses tech group of 'misdirecting' trade regulators
Alphabet Inc Class C (GOOG),2017-07-24,The Day Ahead: 3 things to watch
Alphabet Inc Class C (GOOG),2017-07-24,Alphabet sheds 2.6% in after hours trade amid profit slump
Alphabet Inc Class C (GOOG),2017-07-24,Nasdaq closes at record high ahead of Alphabet earnings
Alphabet Inc Class C (GOOG),2017-07-24,France ready to negotiate with Google on back taxes: minister
Alphabet Inc Class C (GOOG),2017-07-24,EU increases pressure on Facebook  Google and Twitter over user terms
Alphabet Inc Class C (GOOG),2017-07-26,Microsoft announces cloud container tool to take on Google
Alphabet Inc Class C (GOOG),2017-07-26,Facebook traders are bursting with confidence heading into earnings
Alphabet Inc Class C (GOOG),2017-07-26,One year after IPO  Japanese chat app Line reports drop in user numbers
Alphabet Inc Class C (GOOG),2017-07-25,Asian shares mostly gain with Fed rate views seen a key
Alphabet Inc Class C (GOOG),2017-07-25,House panel wants Google  Facebook  AT&T CEOs to testify on internet rules
Alphabet Inc Class C (GOOG),2017-07-25,S&P 500 closes in record territory on bullish earnings
Alphabet Inc Class C (GOOG),2017-07-25,Advanced Micro Devices beats by $0.02  beats on revenue
Alphabet Inc Class C (GOOG),2017-07-25,Analysts  investors have mixed reactions to Alphabet's earnings report
Alphabet Inc Class C (GOOG),2017-07-25,Google Canada head exits  company names interim head
Alphabet Inc Class C (GOOG),2017-07-25,S&P 500 jumps to record high on busy earnings day
Alphabet Inc Class C (GOOG),2017-06-30,Asian tech supplants oil as main fuel for emerging stocks
Alphabet Inc Class C (GOOG),2017-06-30,RBC analyst says tech selloffs unsustainable
Alphabet Inc Class C (GOOG),2017-06-30,Top EU court to rule on Intel antitrust case on Sept 6
Alphabet Inc Class C (GOOG),2017-06-30,Baidu leads China’s self-driving charge in Silicon Valley
Alphabet Inc Class C (GOOG),2017-06-29,Alibaba to launch product similar to Amazon Echo: source
Alphabet Inc Class C (GOOG),2017-06-29,S&P  Nasdaq down on new tech pullback; semiconductors take hit
Alphabet Inc Class C (GOOG),2017-06-29,Britain says Fox bid for Sky risks giving Murdoch too much power
Alphabet Inc Class C (GOOG),2017-06-29,Echo Dot tops voice assistant devices in units; Google Home wins revenue
Alphabet Inc Class C (GOOG),2017-06-29,Weekly Comic: When will the Nasdaq bubble burst?
Alphabet Inc Class C (GOOG),2017-06-28,Uber says never told self-driving car executive to take Waymo files
Alphabet Inc Class C (GOOG),2017-06-27,Stocks  dollar ease as central bank officials take center stage
Alphabet Inc Class C (GOOG),2017-06-27,Top 5 things to watch today 
Alphabet Inc Class C (GOOG),2017-06-27,Europe fines Google record $2.7 billion for abusing market dominance
Alphabet Inc Class C (GOOG),2017-06-27,Top 5 Things to Know in the Market on Tuesday
Alphabet Inc Class C (GOOG),2017-06-27,More self-driving car partnerships
Alphabet Inc Class C (GOOG),2017-06-27,Exclusive: Ericsson scraps push for new clients beyond telecoms
Alphabet Inc Class C (GOOG),2017-06-26,Google  Microsoft among companies urging court to back gay workers
Alphabet Inc Class C (GOOG),2017-06-26,Alphabet partners with Avis to manage self-driving car fleet
Alphabet Inc Class C (GOOG),2017-06-26,S&P 500  Dow edge up; tech weighs on Nasdaq
Alphabet Inc Class C (GOOG),2017-06-26,Apple working with Hertz to test self-driving technology: Bloomberg
Alphabet Inc Class C (GOOG),2017-06-26,Apple  Cisco team up to push for cyber security insurance discounts
Alphabet Inc Class C (GOOG),2017-06-26,Apple  Cisco want mutual customers to get security discount
Alphabet Inc Class C (GOOG),2017-06-26,Social media giants step up joint fight against extremist content
Alphabet Inc Class C (GOOG),2017-06-26,Apple using leased Hertz SUVs in autonomous testing
Alphabet Inc Class C (GOOG),2017-06-26,Tech giants announce counter-terrorism joint project
Alphabet Inc Class C (GOOG),2017-06-26,Google set to face record EU antitrust fine as soon as Tuesday: sources
Alphabet Inc Class C (GOOG),2017-06-26,Amazon bringing translation tech to AWS
Alphabet Inc Class C (GOOG),2017-06-26,Avis jumps right into the autonomous car race
Alphabet Inc Class C (GOOG),2017-06-26,Lyft is quietly going after Uber's biggest weakness
Alphabet Inc Class C (GOOG),2017-06-26,WSJ: EU could hit Google with massive fine tomorrow
Alphabet Inc Class C (GOOG),2017-07-18,Uber is sued over lack of wheelchair-accessible cars in NYC
Alphabet Inc Class C (GOOG),2017-07-18,Microsoft and Baidu announce self-driving car partnership
Alphabet Inc Class C (GOOG),2017-07-17,U.S. House panel to consider self-driving car legislation
Alphabet Inc Class C (GOOG),2017-07-17,Asian sovereign investors face off with funds in hunt for private deals
Alphabet Inc Class C (GOOG),2017-07-17,Major tech firms  internet providers clash over U.S. net neutrality rules
Alphabet Inc Class C (GOOG),2017-07-17,Mattel's longtime finance chief Kevin Farr to step down
Alphabet Inc Class C (GOOG),2017-07-17,'FAANG' stocks to put overall drag on second quarter earnings
Alphabet Inc Class C (GOOG),2017-07-17,EU approves Priceline's acquisition of Momondo
Alphabet Inc Class C (GOOG),2017-07-17,Lithuanian must be extradited to U.S. in $100 million email fraud case: court
Alphabet Inc Class C (GOOG),2017-07-17,Lack of voting rights may keep Snap  others from MSCI indexes
Alphabet Inc Class C (GOOG),2017-07-17,Internet outage in violence-plagued Somalia is extra headache for businesses
Alphabet Inc Class C (GOOG),2017-07-13,Music streamer SoundCloud has cash until fourth quarter after layoffs
Alphabet Inc Class C (GOOG),2017-07-13,Internet TV company Roku hires banks for 2017 IPO: sources
